Bigeye Mahi BlueShark Skipjack Yellowfin Albacore StripedMarlin Wahoo BigeyeThresherShark Swordfish BlueMarlin ShortfinMakoShark Lancetfish Opah
2005 13.74 22.59 9.609 17.05 18.23 12.56 19.59 23.36 12.56 8.54 19.59 19.59 8.54 14.05
2006 13.7364583333333 22.7274583333333 9.610875 17.0952083333333 18.3027916666667 12.555125 19.69875 23.5135 12.555125 8.54683333333333 19.69875 19.69875 8.54683333333333 14.0469583333333
2007 13.7539583333333 22.959125 9.615875 17.144375 18.3727916666667 12.5659583333333 19.8054166666667 23.586 12.5659583333333 8.55183333333333 19.8054166666667 19.8054166666667 8.55183333333333 14.0594583333333
2008 13.720625 22.664125 9.618375 17.094375 18.313625 12.5442916666667 19.7254166666667 23.3385 12.5442916666667 8.561 19.7254166666667 19.7254166666667 8.561 14.048625
2009 13.6539583333333 22.621625 9.57504166666667 17.014375 18.2219583333333 12.4834583333333 19.6154166666667 23.4643333333333 12.4834583333333 8.5235 19.6154166666667 19.6154166666667 8.5235 13.946125
2010 13.7564583333333 22.8199583333333 9.63670833333333 17.1760416666667 18.388625 12.5709583333333 19.7829166666667 23.6976666666667 12.5709583333333 8.5785 19.7829166666667 19.7829166666667 8.5785 14.071125
2011 13.8364583333333 22.841625 9.67754166666667 17.2810416666667 18.4902916666667 12.6367916666667 19.8745833333333 23.576 12.6367916666667 8.6135 19.8745833333333 19.8745833333333 8.6135 14.1902916666667
2012 13.860625 23.144125 9.67004166666667 17.3385416666667 18.573625 12.6509583333333 20.0004166666667 23.9926666666667 12.6509583333333 8.60183333333333 20.0004166666667 20.0004166666667 8.60183333333333 14.1802916666667
2013 13.9164583333333 22.989125 9.70670833333333 17.3877083333333 18.606125 12.6967916666667 20.00375 23.686 12.6967916666667 8.63516666666667 20.00375 20.00375 8.63516666666667 14.2877916666667
2014 13.8739583333333 22.8724583333333 9.67754166666667 17.3010416666667 18.503625 12.6617916666667 19.8804166666667 23.7518333333333 12.6617916666667 8.60766666666667 19.8804166666667 19.8804166666667 8.60766666666667 14.2202916666667
2015 13.8864583333333 22.946625 9.68504166666667 17.296875 18.496125 12.6717916666667 19.8729166666667 23.8376666666667 12.6717916666667 8.616 19.8729166666667 19.8729166666667 8.616 14.2144583333333
2016 13.918125 22.8982916666667 9.713375 17.3177083333333 18.5052916666667 12.7042916666667 19.8695833333333 23.7826666666667 12.7042916666667 8.641 19.8695833333333 19.8695833333333 8.641 14.2527916666667
2017 13.8514583333333 22.9924583333333 9.66170833333333 17.2177083333333 18.4052916666667 12.6434583333333 19.7754166666667 23.9601666666667 12.6434583333333 8.59516666666667 19.7754166666667 19.7754166666667 8.59516666666667 14.143625
2018 13.928125 22.7857916666667 9.73504166666667 17.2935416666667 18.4727916666667 12.7192916666667 19.8254166666667 23.5785 12.7192916666667 8.66433333333333 19.8254166666667 19.8254166666667 8.66433333333333 14.2852916666667
2019 13.9022916666667 22.8824583333333 9.708375 17.2435416666667 18.423625 12.6959583333333 19.7870833333333 23.6926666666667 12.6959583333333 8.63433333333333 19.7870833333333 19.7870833333333 8.63433333333333 14.2194583333333
2020 13.9047916666667 23.0007916666667 9.720875 17.2560416666667 18.456125 12.7017916666667 19.85125 23.766 12.7017916666667 8.65183333333333 19.85125 19.85125 8.65183333333333 14.2094583333333
2021 13.883125 22.8532916666667 9.71420833333333 17.2277083333333 18.4277916666667 12.6867916666667 19.8220833333333 23.5443333333333 12.6867916666667 8.646 19.8220833333333 19.8220833333333 8.646 14.208625
2022 13.8697916666667 22.8807916666667 9.70254166666667 17.2110416666667 18.4169583333333 12.6734583333333 19.8254166666667 23.6093333333333 12.6734583333333 8.6335 19.8254166666667 19.8254166666667 8.6335 14.178625
2023 13.8972916666667 22.744125 9.730875 17.2402083333333 18.443625 12.7017916666667 19.8420833333333 23.426 12.7017916666667 8.66183333333333 19.8420833333333 19.8420833333333 8.66183333333333 14.2352916666667
2024 13.8214583333333 22.7099583333333 9.680875 17.141875 18.3377916666667 12.6367916666667 19.7270833333333 23.5293333333333 12.6367916666667 8.6185 19.7270833333333 19.7270833333333 8.6185 14.1244583333333
2025 13.8047916666667 22.804125 9.67170833333333 17.1335416666667 18.3294583333333 12.6192916666667 19.7170833333333 23.7035 12.6192916666667 8.61183333333333 19.7170833333333 19.7170833333333 8.61183333333333 14.086125
2026 13.8822916666667 23.004125 9.71754166666667 17.2577083333333 18.466125 12.6842916666667 19.86375 23.8351666666667 12.6842916666667 8.65183333333333 19.86375 19.86375 8.65183333333333 14.178625
2027 13.9064583333333 23.0882916666667 9.723375 17.3027083333333 18.5169583333333 12.700125 19.9270833333333 23.9276666666667 12.700125 8.65683333333333 19.9270833333333 19.9270833333333 8.65683333333333 14.203625
2028 13.9422916666667 23.0582916666667 9.75420833333333 17.3427083333333 18.556125 12.732625 19.9620833333333 23.9576666666667 12.732625 8.68516666666667 19.9620833333333 19.9620833333333 8.68516666666667 14.2469583333333
2029 14.0372916666667 23.359125 9.80170833333333 17.496875 18.7327916666667 12.8084583333333 20.1729166666667 24.1093333333333 12.8084583333333 8.7235 20.1729166666667 20.1729166666667 8.7235 14.3569583333333
2030 14.0072916666667 23.0282916666667 9.79920833333333 17.4152083333333 18.6227916666667 12.7917916666667 20.0145833333333 23.8968333333333 12.7917916666667 8.72683333333333 20.0145833333333 20.0145833333333 8.72683333333333 14.3402916666667
