Bigeye Mahi BlueShark Skipjack Yellowfin Albacore StripedMarlin Wahoo BigeyeThresherShark Swordfish BlueMarlin ShortfinMakoShark Lancetfish Opah
2005 13.74 22.59 9.609 17.05 18.23 12.56 19.59 23.36 12.56 8.54 19.59 19.59 8.54 14.05
2006 13.7974166666667 22.6388333333333 9.656225 17.0845 18.264875 12.6189166666667 19.6395833333333 23.4807916666667 12.6189166666667 8.58056666666667 19.6395833333333 19.6395833333333 8.58056666666667 14.097125
2007 13.8874166666667 23.0271666666667 9.69855833333333 17.2545 18.474875 12.6914166666667 19.9095833333333 23.8274583333333 12.6914166666667 8.6149 19.9095833333333 19.9095833333333 8.6149 14.1787916666667
2008 13.98075 23.0905 9.75080833333333 17.402 18.6457083333333 12.76975 20.09375 23.8182916666667 12.76975 8.65973333333333 20.09375 20.09375 8.65973333333333 14.312125
2009 13.9374166666667 23.0938333333333 9.72414166666667 17.3345 18.5582083333333 12.7330833333333 19.97875 23.9824583333333 12.7330833333333 8.63648333333333 19.97875 19.97875 8.63648333333333 14.242125
2010 13.9765833333333 22.9688333333333 9.74930833333333 17.3628333333333 18.5690416666667 12.7689166666667 19.9595833333333 23.6557916666667 12.7689166666667 8.65756666666667 19.9595833333333 19.9595833333333 8.65756666666667 14.3137916666667
2011 13.8949166666667 22.6855 9.70430833333333 17.2345 18.422375 12.69975 19.7879166666667 23.559125 12.69975 8.61923333333333 19.7879166666667 19.7879166666667 8.61923333333333 14.2254583333333
2012 13.8265833333333 22.8721666666667 9.65989166666667 17.1728333333333 18.374875 12.63475 19.7754166666667 23.7232916666667 12.63475 8.5824 19.7754166666667 19.7754166666667 8.5824 14.1154583333333
2013 13.9640833333333 22.9805 9.747725 17.3428333333333 18.5415416666667 12.7589166666667 19.9245833333333 23.821625 12.7589166666667 8.65865 19.9245833333333 19.9245833333333 8.65865 14.2812916666667
2014 13.9774166666667 22.838 9.757975 17.3595 18.5565416666667 12.77225 19.9270833333333 23.566625 12.77225 8.66765 19.9270833333333 19.9270833333333 8.66765 14.3279583333333
2015 13.96325 23.1438333333333 9.74455833333333 17.3436666666667 18.5515416666667 12.7564166666667 19.9595833333333 24.0732916666667 12.7564166666667 8.65515 19.9595833333333 19.9595833333333 8.65515 14.2512916666667
2016 14.0649166666667 23.4046666666667 9.808225 17.4695 18.6857083333333 12.84975 20.10875 24.201625 12.84975 8.70856666666667 20.10875 20.10875 8.70856666666667 14.3529583333333
2017 13.98075 23.0571666666667 9.76580833333333 17.3053333333333 18.4832083333333 12.78225 19.8604166666667 24.0024583333333 12.78225 8.67223333333333 19.8604166666667 19.8604166666667 8.67223333333333 14.269625
2018 13.95575 23.018 9.755725 17.2645 18.4507083333333 12.7655833333333 19.8479166666667 23.8999583333333 12.7655833333333 8.6639 19.8479166666667 19.8479166666667 8.6639 14.234625
2019 14.0115833333333 23.1938333333333 9.79280833333333 17.357 18.5640416666667 12.8164166666667 19.9895833333333 23.9507916666667 12.8164166666667 8.6959 19.9895833333333 19.9895833333333 8.6959 14.2954583333333
2020 14.0340833333333 23.0396666666667 9.80614166666667 17.382 18.582375 12.8364166666667 19.9820833333333 23.8674583333333 12.8364166666667 8.70665 19.9820833333333 19.9820833333333 8.70665 14.3479583333333
2021 13.9174166666667 22.9905 9.736475 17.2436666666667 18.447375 12.73475 19.8670833333333 24.0057916666667 12.73475 8.64773333333333 19.8670833333333 19.8670833333333 8.64773333333333 14.1862916666667
2022 14.04075 23.3505 9.80364166666667 17.4453333333333 18.687375 12.8355833333333 20.15375 24.1857916666667 12.8355833333333 8.70456666666666 20.15375 20.15375 8.70456666666666 14.327125
2023 14.1815833333333 23.3163333333333 9.89105833333333 17.6161666666667 18.8507083333333 12.96225 20.28125 23.991625 12.96225 8.7794 20.28125 20.28125 8.7794 14.524625
2024 14.0965833333333 23.1521666666667 9.83589166666667 17.5028333333333 18.7332083333333 12.8855833333333 20.15875 23.916625 12.8855833333333 8.73081666666667 20.15875 20.15875 8.73081666666667 14.427125
2025 14.10575 23.4605 9.83789166666667 17.5453333333333 18.797375 12.8914166666667 20.2670833333333 24.2857916666667 12.8914166666667 8.7324 20.2670833333333 20.2670833333333 8.7324 14.4004583333333
2026 14.0799166666667 23.4121666666667 9.82589166666667 17.4978333333333 18.737375 12.86975 20.1945833333333 24.271625 12.86975 8.72273333333333 20.1945833333333 20.1945833333333 8.72273333333333 14.3654583333333
2027 14.16075 23.2363333333333 9.88530833333333 17.5753333333333 18.797375 12.9464166666667 20.2104166666667 24.069125 12.9464166666667 8.77556666666667 20.2104166666667 20.2104166666667 8.77556666666667 14.4937916666667
2028 14.07325 23.3455 9.82155833333333 17.4953333333333 18.734875 12.8630833333333 20.1879166666667 24.1982916666667 12.8630833333333 8.7184 20.1879166666667 20.1879166666667 8.7184 14.3679583333333
2029 14.1365833333333 23.673 9.846725 17.632 18.9132083333333 12.90975 20.4254166666667 24.4532916666667 12.90975 8.73865 20.4254166666667 20.4254166666667 8.73865 14.4279583333333
2030 14.2299166666667 23.833 9.89805833333333 17.777 19.074875 12.9880833333333 20.5895833333333 24.6507916666667 12.9880833333333 8.78165 20.5895833333333 20.5895833333333 8.78165 14.5379583333333
2031 14.2515833333333 23.8538333333333 9.91239166666667 17.7945 19.082375 13.0080833333333 20.5820833333333 24.7182916666667 13.0080833333333 8.79448333333333 20.5820833333333 20.5820833333333 8.79448333333333 14.557125
